id	property_name	location	phone	map_link	property_type	furnishing	private_price	single_price	double_price	triple_price	starting_price	listing_type	is_available	created_at	updated_at	description	features	slug	is_deleted	avg_rating	review_count	city	last_verified_at	last_booked_at	last_review_at
240	Stay homes	Marathahalli	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	16000.00	rent	1	2026-05-14 05:24:49	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, ro_water, wardrobe, wooden_cot, geyser, tv, refrigerator, washing machine, security, cctv, housekeeping, bike parking, water_supply_247, lift]	stay-homes-1bhk-doddanekundi	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
241	VSR dweel coliving pg	Kundalahalli	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	14000.00	rent	1	2026-05-14 05:29:47	2026-05-22 07:14:30	NULL	[wifi, power_backup, high_speed_wifi, ro_water, teapoy, geyser, tv, refrigerator, washing machine, cctv, security, bike parking, lift, water_supply_247, dustbin, bucket_mug, gym]	vsr-dweel-coliving-pg	0	3.00	2	bangalore	2026-05-22 07:14:30	NULL	2026-04-27 07:14:30
242	Pixel coliving	Kadubesanahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	14000.00	rent	1	2026-05-14 05:33:11	2026-05-22 07:14:30	NULL	[wifi, power_backup, refrigerator, geyser, cctv, security, lift, bike parking]	pixel-coliving-pg-kadubesanahalli	0	4.50	2	bangalore	2026-05-22 07:14:30	2026-05-22 07:14:30	2026-04-30 07:14:30
243	OLIVING	Mahadevapura	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	27000.00	rent	1	2026-05-14 05:36:43	2026-05-22 07:14:21	NULL	[ro_water, wardrobe, bed_pillow, tv, refrigerator, security, cctv, bike parking, water_supply_247, dustbin, bucket_mug, stove, geyser, wooden_cot, sofa]	oliving-1bhk-mahadebvpura	0	0.00	0	bangalore	2026-05-16 11:07:43	NULL	NULL
244	Elite homes 1RK	Munnekolala	NULL	NULL	1RK	fully_furnished	NULL	NULL	NULL	NULL	17000.00	rent	1	2026-05-15 10:40:05	2026-05-22 07:14:21	NULL	[ro_water, wardrobe, wooden_cot, furniture, washing machine, stove]	elite-homes-1rk-munnekolala	0	0.00	0	bangalore	2026-05-16 11:07:43	NULL	NULL
245	Elite homes 1BHK	Munnekolala	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	26000.00	rent	1	2026-05-15 10:53:29	2026-05-22 07:14:21	NULL	[ro_water, furniture, wooden_cot, wardrobe, teapoy, sofa, bed_pillow, study table, washing machine, stove]	elite-homes-1bhk-munnekolala	0	0.00	0	bangalore	2026-05-16 11:07:43	NULL	NULL
246	EKTA  Homes	kasavanahalli	NULL	NULL	1BHK	semi_furnished	NULL	NULL	NULL	NULL	28000.00	rent	1	2026-05-15 12:10:24	2026-05-22 07:14:21	NULL	[ro_water, teapoy, bed_pillow, tv, refrigerator, cctv, water_supply_247, gym]	etha-homes-1bhk-kasavanahalli	0	0.00	0	bangalore	2026-05-19 05:44:30	NULL	NULL
247	Urban Stay Nalurhalli	WHITEFIELD	NULL	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	38000.00	rent	1	2026-05-16 10:14:17	2026-05-22 07:14:21	NULL	[power_backup, sofa, teapoy, wardrobe, wooden_cot, furniture, tv, refrigerator, stove, geyser, cctv, water_supply_247, dustbin, bucket_mug]	urban-stay-nalurhalli-2bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:43	NULL	NULL
248	Urban Living	HSR Layout	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	30000.00	rent	1	2026-05-17 09:55:11	2026-05-22 07:14:21	NULL	[wardrobe, teapoy, bed_pillow, tv, refrigerator, geyser, stove, water_supply_247, dustbin, bucket_mug, balcony, work desk, ro_water, study table, sofa]	urban-homes-1bhk-hsr-layout	0	5.00	3	bangalore	2026-05-22 07:14:21	NULL	2026-05-17 10:06:28
249	Slink INN Coliving PG	Kadubeesanahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	12000.00	rent	1	2026-05-19 06:03:36	2026-05-22 07:14:30	NULL	[wifi, power_backup, ro_water, wardrobe, bed_pillow, tv, refrigerator, geyser, washing machine, cctv, security, fingerprint, housekeeping, water_supply_247, lift, bike parking, dustbin, bucket_mug]	slink-inn-coliving-pg-kadubeesanahalli	0	4.50	2	bangalore	2026-05-22 07:14:30	NULL	2026-05-04 07:14:30
250	Avila co-living	Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-19 06:05:47	2026-05-22 07:14:30	NULL	[wifi, power_backup, common_dining, wardrobe, wooden_cot, bed_pillow, washing machine, refrigerator, tv, geyser, security, cctv, housekeeping, lift, water_supply_247, dustbin, bucket_mug]	avila-co-living-pg-marathahalli	0	4.50	2	bangalore	2026-05-22 07:14:30	2026-05-22 07:14:30	2026-05-14 07:14:30
251	Lyvn Stay	Aecs layout	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	27997.00	rent	1	2026-05-19 06:10:37	2026-05-22 07:14:21	NULL	[common kitchen, furniture, bed_pillow, stove, security, water_supply_247, balcony, lift, geyser, refrigerator]	lyvn-stay-1bhk-aecs-layout	0	0.00	0	bangalore	2026-05-19 11:44:48	NULL	NULL
252	Billekahalli homes	BTM Layout	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	24998.00	rent	1	2026-05-20 11:50:38	2026-05-22 07:14:21	NULL	[ro_water, common kitchen, bed_pillow, teapoy, sofa, refrigerator, tv, stove, security, bike parking, dustbin, bucket_mug, water_supply_247]	billekahalli-homes-1bhk-btm-layout	0	0.00	0	bangalore	2026-05-20 11:52:58	NULL	NULL
253	AA premium coliving pg	Whitefield	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-05-20 11:55:07	2026-05-22 07:14:30	NULL	[ro_water, wardrobe, bed_pillow, stove, tv, refrigerator, security, bike parking, water_supply_247, dustbin, bucket_mug, wifi, food, wooden_cot, geyser, washing machine, cctv, fingerprint, lift, study table]	aa-premium-coliving-pg-1bhk-whitefield	0	4.00	2	bangalore	2026-05-22 07:14:30	NULL	2026-02-22 07:14:30
254	AA sparrow nest co-living	Kundalahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	14002.00	rent	1	2026-05-20 11:59:28	2026-05-23 06:51:51	NULL	[wifi, ro_water, sofa, bed_pillow, wooden_cot, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, lift, water_supply_247, bike parking, dustbin, bucket_mug, study table]	aa-sparrow-nest-co-living-pg-kundalahalli	0	4.50	2	bangalore	2026-05-23 06:51:52	2026-05-22 07:14:30	2026-03-26 07:14:30
255	Connect Home	Marathahalli	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	18000.00	rent	1	2026-05-20 12:00:56	2026-05-22 07:14:21	NULL	[power_backup, ro_water, teapoy, bed_pillow, refrigerator, geyser, security, water_supply_247, bucket_mug, dustbin]	connect-home-1bhk-marathahalli	0	0.00	0	bangalore	2026-05-20 12:00:56	NULL	NULL
256	OSR Premium stay Ladies Pg	JP Nagar	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	7000.00	rent	1	2026-05-21 12:48:32	2026-05-23 06:47:57	NULL	[wifi, power_backup, ro_water, refrigerator, washing machine, teapoy, sofa, wardrobe, cctv, security, fingerprint, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	osr-premium-stay-ladies-pg-jp-nagar	0	5.00	2	bangalore	2026-05-23 06:47:58	2026-05-22 07:14:30	2026-05-02 07:14:30
257	SS Livings Luxury Ladies Pg	Bannerghatta Rd	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	7497.00	rent	1	2026-05-21 12:52:47	2026-05-23 06:49:25	NULL	[wifi, common_dining, power_backup, ro_water, wardrobe, teapoy, bed_pillow, tv, refrigerator, geyser, cctv, security, fingerprint, lift, water_supply_247, bike parking, dustbin, bucket_mug, study table]	ss-livings-luxury-ladies-pg-bannerghatta-rd	0	4.50	2	bangalore	2026-05-23 06:49:25	NULL	2026-03-25 07:14:30
258	7 Hills	Marathahalli	NULL	NULL	1RK	semi_furnished	NULL	NULL	NULL	NULL	20000.00	rent	1	2026-05-21 12:56:54	2026-05-22 07:14:21	NULL	[wifi, power_backup, ro_water, wooden_cot, wardrobe, bed_pillow, geyser, tv, washing machine, refrigerator, security, cctv, fingerprint, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	7-hills-1rk-marathahalli	0	0.00	0	bangalore	2026-05-21 12:56:54	NULL	NULL
259	MK Flats	BTM Layout	NULL	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	30999.00	rent	1	2026-05-21 12:58:52	2026-05-26 05:15:37	NULL	[ro_water, wardrobe, bed_pillow, tv, refrigerator, geyser, stove, security, bike parking, water_supply_247, dustbin, bucket_mug]	mk-flats-2bhk	0	0.00	0	bangalore	2026-05-26 05:15:38	NULL	NULL
260	SR comfort PG For Gents	Bannerghatta Rd	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	6500.00	rent	1	2026-05-26 04:52:46	2026-05-26 05:15:11	NULL	[wifi, ro_water, teapoy, bed_pillow, wooden_cot, geyser, tv, refrigerator, security, security_guards, lift, bike parking, fingerprint, water_supply_247, dustbin, bucket_mug]	sr-comfort-pg-for-gents-bannerghatta-rd	0	NULL	0	bangalore	2026-05-26 05:15:11	NULL	NULL
261	Murali Krishna Elite Colive	BTM Layout	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-26 04:54:51	2026-05-26 05:17:50	NULL	[wifi, power_backup, high_speed_wifi, ro_water, common kitchen, furniture, wooden_cot, wardrobe, bed_pillow, teapoy, washing machine, refrigerator, tv, geyser, security, maintenance, lift, bike parking, water_supply_247, dustbin, bucket_mug, work desk]	murali-krishna-elite-colive-pg-btm-layout	0	NULL	0	bangalore	2026-05-26 05:17:51	NULL	NULL
262	Sri Rama Ladies Pg	HSR Layout	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	6500.00	rent	1	2026-05-26 04:56:29	2026-05-26 05:19:58	NULL	[wifi, power_backup, food, ro_water, wardrobe, furniture, wooden_cot, teapoy, bed_pillow, washing machine, refrigerator, tv, geyser, security, cctv, fingerprint, housekeeping, maintenance, lift, bike parking, water_supply_247, dustbin, bucket_mug, work desk]	sri-rama-ladies-pg-hsr-layout	0	NULL	0	bangalore	2026-05-26 05:19:58	NULL	NULL
263	Sri sai pg for gents	HSR Layout	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8500.00	rent	1	2026-05-26 04:58:36	2026-05-26 05:21:31	NULL	[wifi, power_backup, food, ro_water, sofa, teapoy, bed_pillow, wardrobe, furniture, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, housekeeping, maintenance, lift, bike parking, water_supply_247, dustbin, bucket_mug]	sri-sai-pg-for-gents-hsr-layout	0	NULL	0	bangalore	2026-05-26 05:21:31	NULL	NULL
264	Jp royal gents pg	JP Nagar	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-26 05:00:14	2026-05-26 05:22:41	NULL	[wifi, power_backup, high_speed_wifi, common_dining, ro_water, wardrobe, wooden_cot, teapoy, sofa, bed_pillow, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, housekeeping, maintenance, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table]	jp-royal-gents-pg-nagar	0	NULL	0	bangalore	2026-05-26 05:22:41	NULL	NULL
265	Jp platinum coliving pg	JP nagar	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-26 05:03:08	2026-05-26 05:30:29	NULL	[wifi, common_dining, ro_water, wooden_cot, wardrobe, sofa, bed_pillow, geyser, tv, refrigerator, washing machine, security, cctv, fingerprint, housekeeping, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table, power_backup]	jp-platinum-coliving-pg-nagar	0	NULL	0	bangalore	2026-05-26 05:30:30	NULL	NULL
266	Livingnest Falcon - Coliving	Hongasandra	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	11000.00	rent	1	2026-05-26 05:04:38	2026-05-26 05:28:46	NULL	[wifi, power_backup, ro_water, wooden_cot, sofa, bed_pillow, washing machine, refrigerator, tv, geyser, cctv, security, fingerprint, housekeeping, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	livingnest-falcon-coliving-pg-hongasandra	0	NULL	0	bangalore	2026-05-26 05:28:47	NULL	NULL
267	Kyro Coliving pg	Kormangala	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	11000.00	rent	1	2026-05-26 05:06:14	2026-05-26 05:32:21	NULL	[wifi, power_backup, common_dining, ro_water, wardrobe, wooden_cot, bed_pillow, sofa, washing machine, refrigerator, tv, geyser, cctv, security, fingerprint, housekeeping, maintenance, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	kyro-coliving-pg-kormangala	0	NULL	0	bangalore	2026-05-26 05:32:21	NULL	NULL
268	Velora coliving pg	Sarjapur	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8997.00	rent	1	2026-05-26 05:07:34	2026-05-26 05:33:17	NULL	[wifi, power_backup, ro_water, sofa, bed_pillow, wardrobe, wooden_cot, furniture, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, housekeeping, maintenance, lift, water_supply_247, dustbin, study table]	velora-coliving-pg-sarjapur	0	NULL	0	bangalore	2026-05-26 05:33:18	NULL	NULL
269	Zest In Ladies Pg	Whitefield	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	7000.00	rent	1	2026-05-26 05:08:53	2026-05-26 05:35:08	NULL	[wifi, power_backup, food, common_dining, ro_water, wardrobe, teapoy, bed_pillow, refrigerator, tv, geyser, washing machine, cctv, security, fingerprint, maintenance, housekeeping, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	zest-in-ladies-pg-whitefield	0	NULL	0	bangalore	2026-05-26 05:35:08	NULL	NULL
270	Jp Classic Co-living Pg	Bannergatta Road	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-26 05:10:18	2026-05-26 05:37:23	NULL	[wifi, power_backup, food, ro_water, teapoy, bed_pillow, wardrobe, furniture, geyser, tv, refrigerator, washing machine, cctv, fingerprint, security, housekeeping, maintenance, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table, attached bathroom]	jp-classic-co-living-pg-bannergatta-road	0	NULL	0	bangalore	2026-05-26 05:37:24	NULL	NULL
271	ISHA Grand coliving pg	Hebbal	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-05-26 05:11:47	2026-05-26 05:39:06	NULL	[wifi, power_backup, food, ro_water, wardrobe, furniture, wooden_cot, bed_pillow, teapoy, sofa, washing machine, refrigerator, tv, geyser, cctv, security, fingerprint, housekeeping, maintenance, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table]	isha-grand-coliving-pg-hebbal	0	NULL	0	bangalore	2026-05-26 05:39:07	NULL	NULL
272	Maruthi manor	Indiranagar	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	43000.00	rent	1	2026-05-26 05:13:10	2026-05-26 05:41:34	NULL	[wifi, power_backup, food, ro_water, wooden_cot, wardrobe, sofa, teapoy, bed_pillow, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, maintenance, housekeeping, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table]	maruthi-manor-1bhk-indiranagar	0	NULL	0	bangalore	2026-05-26 05:41:35	NULL	NULL
273	Felix-e	BTM Layout	NULL	NULL	1BHK	semi_furnished	NULL	NULL	NULL	NULL	20000.00	rent	1	2026-05-28 06:22:05	2026-05-28 06:32:09	NULL	[ro_water, furniture, geyser, refrigerator, tv, washing machine, security, water_supply_247, bike parking]	felix-e-1bhk-btm-layout	0	NULL	0	bangalore	2026-05-28 06:32:10	NULL	NULL
274	White marble homes	BTM Layout	NULL	NULL	1BHK	semi_furnished	NULL	NULL	NULL	NULL	24998.00	rent	1	2026-05-28 06:24:04	2026-05-28 06:30:19	NULL	[furniture, wooden_cot, tv, geyser, refrigerator, washing machine, security, bike parking, water_supply_247]	white-marble-homes-1bhk-btm-layout	0	NULL	0	bangalore	2026-05-28 06:30:20	NULL	NULL
275	Hive Coliving	AECS Layout	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	14000.00	rent	1	2026-05-28 06:27:44	2026-05-28 06:27:44	NULL	[wifi, power_backup, high_speed_wifi, food, ro_water, furniture, wooden_cot, wardrobe, bed_pillow, sofa, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, housekeeping, maintenance, water_supply_247, lift, bike parking, dustbin, bucket_mug, attached bathroom, study table]	hive-coliving-pg-aecs-layout	0	NULL	0	bangalore	NULL	NULL	NULL
276	RM Coliving pg	Marathahalli	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	12000.00	rent	1	2026-05-28 06:34:54	2026-05-28 06:34:54	NULL	[wifi, power_backup, high_speed_wifi, food, ro_water, furniture, wooden_cot, sofa, bed_pillow, tv, refrigerator, washing machine, geyser, security, fingerprint, housekeeping, maintenance, bike parking, lift, water_supply_247, dustbin, bucket_mug, attached bathroom, study table]	rm-coliving-pg-marathahalli	0	NULL	0	bangalore	NULL	NULL	NULL
